,v_x,v_y,r,omega_wheels,friction,delta,Iq,ax_imu,ay_imu,r_imu,run_id
1.21,1.6418244847164098,-0.29881170107619104,-2.082486542799649,1.7456592722911,0.6,-0.3674710836982725,19.78573323226195,-0.3790611480785384,-6.087513977909989,-2.1161156123941374,0
1.22,1.6596033701783988,-0.29575506703249876,-2.1124861462447218,1.7569459221230739,0.6,-0.31635279100143665,19.510182635940943,-0.597645053851825,-0.3141966305793225,-1.8187672578325262,0
1.23,1.674480951455134,-0.2878701269657864,-2.1342302050547497,1.7769154914439318,0.6,-0.27234547917945234,18.13732410319729,1.2475998509682449,-5.4988861126779405,-1.8214335953268939,0
1.24,1.6868069670354302,-0.29242695793346307,-2.1498844782042146,1.784849287123683,0.6,-0.23445995148229518,18.099108083182777,0.5874926957009758,-7.591770994423546,-2.190353815183456,0
1.25,1.6989710143554317,-0.29393427832215324,-2.1571331165363175,1.7980590424994825,0.6,-0.20184461667843115,18.340883887327735,-0.019095162140775224,-2.417843118561897,-1.969233553508863,0
1.26,1.7164796205549093,-0.28812986546996044,-2.15665555490776,1.8072382505313467,0.6,-0.17376634697947255,17.85649692048716,0.4946703661158861,-2.9153242953706524,-2.323249238451382,0
1.27,1.7357811587721492,-0.28148037832877404,-2.1346179333277244,1.8148934716951934,0.6,-0.1495939987871721,17.71113535993661,2.5281621110657584,-2.502696339470997,-2.598126051968119,0
1.28,1.7578527192443094,-0.28407953447391965,-2.0894036984398348,1.8399874868035384,0.6,-0.12878422584195814,18.103986013417412,-1.6175995172083848,-6.456824298501022,-2.0900731706420324,0
1.29,1.7725973816820024,-0.26678436990597876,-2.018098487958226,1.8587155052998545,0.6,-0.11086926588083622,18.40338903221451,2.314653921568912,-2.118914787858212,-2.236255511009625,0
1.3,1.7851450010929752,-0.2524090772270351,-1.9318168300048644,1.873856940279776,0.6,-0.09544642627304438,18.559184750455884,1.4177668332336306,-0.03920839336028081,-1.7507998896547718,0
1.31,1.8145409610678997,-0.22641291555337517,-1.8532671173896205,1.8680477385587564,0.6,-0.08216903229148527,15.300511782821097,1.7869570250440234,-6.3969456608223,-2.7480908143818867,0
1.32,1.8343782909768707,-0.2086848836342572,-1.7366574876616916,1.8606521495155073,0.6,-0.07073863455509966,9.451894969744114,2.4042552130231627,2.07516035565246,-1.6735411863671086,0
1.33,1.8451895029456966,-0.19009881060303901,-1.5963224545976509,1.8468447953096512,0.6,-0.060898300481000936,0.32561287749838586,-1.5140369762029713,-4.447187697179647,-2.02820356757325,0
1.34,1.867358862447884,-0.16385618586614326,-1.4402279920981051,1.8310937703094365,0.6,-0.05242683895157148,0.0,0.9725227245157873,1.896489641567934,-1.0968946301268194,0
1.35,1.8809181300027626,-0.14019146370004743,-1.2713585746331582,1.80643619760145,0.6,-0.045133828378535995,0.0,3.9905846102962856,-3.572704066239256,-1.9886207167269834,0
1.36,1.886708261004702,-0.11683422216203654,-1.0842210255830054,1.793171250217048,0.6,-0.0388553364047916,0.0,-0.002958869131630213,0.8050817657415971,-0.8424312020275202,0
1.37,1.8919980914125611,-0.095059174483902,-0.9034158275546993,1.7766548215356102,0.6,-0.033450235031413804,0.0,2.443645284231646,1.483527608608692,-1.3397664907150457,0
1.3800000000000001,1.9031080645485046,-0.06369317438019173,-0.7308786039280015,1.7781064708113155,0.6,-0.028797028341230355,0.0,2.753666143500158,-2.1899205760652505,-0.5252726505541802,0
1.3900000000000001,1.9021985880901422,-0.052267538433308114,-0.5837011455638539,1.8043264835810005,0.6,-0.0247911215125048,0.0,-0.7682529607090894,1.2064431650690186,-0.818888056033673,0
1.4000000000000001,1.8976391003420654,-0.034603469329197556,-0.44478210735857004,1.8134608154467857,0.6,-0.02134246973559492,0.0,1.1574353187699684,2.754364419436426,-0.43843886137503285,0
1.41,1.884363909928188,-0.020062827667355787,-0.317712720796802,1.8056691061542756,0.6,-0.018373554184913647,0.0,-1.9480623689096188,3.568491038207788,-0.12263919362286496,0
1.42,1.8785228629294295,-0.009130035984148077,-0.21265966253231916,1.8019163556912616,0.6,-0.015817639550071847,0.0,-1.1031330767860374,-0.8389774176011635,-0.02231304555443843,0
1.43,1.8780257158440374,0.00219657387677874,-0.1286772208641107,1.8112195211960815,0.6,-0.01361727395897263,0.0,-0.024329578608322557,0.0961278277718362,-0.08464132323435732,0
1.44,1.877434629940986,0.00753382768819677,-0.0569946580400682,1.8143639152526736,0.6,-0.011722997574114769,0.0,-1.3132338251311577,1.1621805949482737,0.11556662250356922,0
1.45,1.8669619655494598,0.014852580244449465,-0.0020508179505531743,1.8114102036743644,0.6,-0.010092230833921566,0.0,-1.9057306848530735,0.6351553918442074,0.0758611493266329,0
1.46,1.8690501866803801,0.020209069927114465,0.021173375731926125,1.7963871265382516,0.6,-0.008688317348973634,0.0,-2.345057727475789,1.2516148588297442,0.06539055416952423,0
1.47,1.8618977097352831,0.020361924361932182,0.046013449597394285,1.7874897043947562,0.6,-0.007698238081957466,0.0,-1.186197962506024,-0.04951748124228644,0.0850872235936996,0
